short_name,nationality_name,pace,shooting,passing,dribbling,defending,attacking_crossing,attacking_finishing,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_reflexes,goalkeeping_speed
A. Matuq,Saudi Arabia,82,51,46,56,23,52,55,41,49,80,65,55,25,25,12,6,6,
B. Ciepiela,Poland,64,49,53,59,33,49,48,51,60,64,52,54,29,36,10,9,12,
O. Dodgson,England,63,36,47,55,52,57,33,40,52,65,59,39,56,52,6,11,9,
L. Díaz,Peru,61,26,48,40,55,29,22,55,42,60,43,29,56,55,14,14,8,
R. Brush,England,,,,,,16,17,31,17,51,52,41,13,10,55,54,57,51
A. Al Shammari,Saudi Arabia,,,,,,12,17,25,12,43,36,39,18,15,56,52,55,45
H. Al Nahedh,Saudi Arabia,,,,,,16,20,16,21,42,30,44,12,14,56,53,52,44
M. Timlin,Republic of Ireland,61,55,56,59,48,56,53,55,58,60,70,56,49,48,14,9,12,
Cheng Changcheng,China PR,56,55,39,51,31,33,57,33,48,58,47,62,25,20,7,15,8,
S. Singh,India,77,52,48,56,28,53,52,47,54,76,64,61,29,24,12,12,12,
D. Mitchell,Scotland,,,,,,18,20,17,23,49,34,41,13,16,62,51,54,48
C. Davis,Republic of Ireland,67,53,44,56,27,33,54,35,50,69,75,53,23,21,13,8,12,
W. Al Enazi,Saudi Arabia,,,,,,13,8,23,12,30,35,40,12,10,56,54,58,36
B. Jairu,India,71,47,52,55,41,57,46,51,54,76,73,49,41,40,6,13,8,
Zhao Yingjie,China PR,65,54,52,52,53,41,53,51,55,62,67,69,51,47,12,13,14,
R. Sandford,England,,,,,,16,11,26,24,34,36,41,14,13,57,56,56,35
J. Lindgren,Sweden,,,,,,16,10,20,21,26,30,40,15,13,60,55,52,26
M. Ramkilde,Denmark,63,54,47,51,33,38,56,49,52,68,57,55,32,28,9,6,14,
G. Satalino,Italy,,,,,,14,6,22,17,24,28,36,10,10,51,55,56,21
A. Obaid,Saudi Arabia,70,43,48,62,32,46,44,47,59,72,82,49,30,39,10,13,13,
R. German,Grenada,72,54,40,52,30,39,55,35,52,70,56,62,30,32,13,6,8,
G. Singh,India,67,43,51,54,50,52,41,55,53,66,66,49,54,45,9,14,10,
B. Cotter,Republic of Ireland,67,40,46,53,47,42,40,40,53,65,64,39,50,49,7,13,13,
B. House,England,,,,,,14,9,19,19,21,21,41,14,11,59,58,56,26
M. Tokich,Australia,71,47,54,57,53,45,50,59,57,72,60,47,56,52,11,11,12,
T. Staubli,Switzerland,66,46,51,59,32,52,48,47,59,65,70,48,34,30,7,7,9,
C. Manicone,Italy,67,52,46,55,26,51,56,38,55,68,61,48,18,18,6,12,15,
S. Al Nashmi,Saudi Arabia,68,29,40,52,51,49,24,34,45,69,72,43,54,53,11,11,11,
B. Seymour,England,74,53,39,59,22,31,56,31,54,75,86,53,19,15,12,8,13,
C. Gregory,England,,,,,,14,14,22,20,38,41,41,17,18,56,52,57,40
Jiang Wenjun,China PR,68,27,55,57,53,57,22,53,57,69,65,29,52,50,9,10,13,
Xu Tianyuan,China PR,71,55,42,59,23,50,54,28,57,66,65,58,12,12,10,11,9,
A. Samuels,England,76,54,45,57,21,38,53,42,54,77,76,58,16,16,13,13,14,
C. Timmins,Australia,63,41,50,54,52,33,36,55,54,65,53,54,57,53,14,11,7,
Liu Le,China PR,70,25,36,43,54,48,23,23,35,71,62,27,58,55,6,9,6,
Yang Fan,China PR,60,31,49,56,56,56,25,56,51,54,49,34,60,60,6,10,13,
Xie Weijun,China PR,63,55,46,53,23,48,56,28,51,70,60,56,18,11,6,14,11,
B. Paton,Canada,71,51,53,57,51,41,49,56,61,73,67,63,60,53,7,8,13,
A. Al Qahtani,Saudi Arabia,69,51,50,56,24,49,54,51,55,68,64,49,27,21,9,9,9,
Zhou Xin,China PR,67,30,42,51,50,46,29,36,55,66,63,29,48,48,11,7,6,
M. Köstenbauer,Austria,,,,,,11,5,17,15,31,21,38,11,14,58,57,60,29
M. Wenssens,Belgium,,,,,,12,8,27,12,26,34,40,11,14,59,53,60,23
M. Dewhurst,England,,,,,,9,8,26,13,33,28,44,13,14,55,54,56,32
A. Al Dhafeeri,Saudi Arabia,65,48,58,60,40,54,46,59,60,61,65,53,40,33,10,10,12,
Jiang Shenglong,China PR,71,42,50,50,52,51,40,55,47,70,62,46,51,52,15,9,9,
L. Beckemeyer,Germany,,,,,,6,7,20,11,34,37,38,10,11,59,57,58,34
He Zhenyu,China PR,74,56,48,57,22,46,53,44,56,73,76,68,23,15,13,6,13,
Lalruatthara,India,77,35,40,53,51,49,33,39,45,74,73,42,51,50,15,12,12,
H. Salem,Saudi Arabia,71,25,47,53,50,53,20,48,51,73,57,28,51,53,12,5,7,
R. Stirk,Wales,71,41,51,58,45,37,35,56,59,70,57,52,49,50,9,10,11,
C. Salomón,Chile,61,25,43,42,54,30,25,54,36,63,39,31,56,52,9,8,10,
L. Cornic,Norway,68,27,38,54,51,49,22,36,40,72,75,26,53,56,6,10,7,
A. Patterson,England,,,,,,13,3,23,9,19,40,43,14,13,56,56,57,24
R. Wikström,Sweden,59,29,42,46,56,42,26,44,44,66,54,34,58,52,10,6,7,
S. Golui,India,72,31,38,51,54,48,31,31,52,73,61,34,50,53,13,6,10,
G. Dorsey,United States,72,48,50,57,48,49,48,46,55,73,66,50,47,44,7,8,10,
T. Hendriks,Netherlands,,,,,,12,7,22,13,28,32,40,10,12,56,57,54,27
C. Kavanagh,Republic of Ireland,61,52,50,53,25,46,55,45,53,51,55,55,24,20,14,12,10,
L. Pöhls,Germany,,,,,,11,7,25,14,32,45,42,14,10,56,57,56,34
Bernardo Rosa,Brazil,64,44,53,60,45,47,44,53,58,68,68,47,48,45,12,14,14,
P. Grave,Germany,,,,,,12,7,19,16,18,27,38,11,14,55,56,61,22
Hwang Byung Kwon,Korea Republic,64,42,55,62,37,47,42,60,61,66,63,48,39,43,12,13,9,
Chen Kerui,China PR,67,49,55,58,39,51,52,55,60,66,66,47,37,38,10,12,8,
I. Powell,Australia,78,39,45,50,47,49,37,45,47,78,76,47,49,47,13,15,7,
G. Yow,United States,62,55,48,57,20,49,58,44,56,65,72,55,21,20,6,10,11,
Y. Dukuly,Australia,92,41,42,60,26,42,43,40,58,91,77,35,29,29,13,15,14,
C. Măgureanu,Romania,64,53,45,55,18,37,55,27,54,65,70,55,17,10,13,14,13,
D. Obbekjær,Denmark,59,27,41,47,53,26,22,52,54,55,46,37,55,53,12,10,9,
V. Murthy,India,73,39,47,53,49,44,39,38,50,74,82,34,51,44,12,13,7,
F. Al Ghamdi,Saudi Arabia,76,49,51,54,51,51,49,49,52,74,58,52,52,50,10,11,13,
D. Majumder,India,,,,,,10,7,22,10,18,23,35,14,14,54,51,63,23
R. Lallawmawma,India,68,26,39,49,51,44,21,35,44,69,64,33,50,52,9,5,10,
H. Sharma,India,73,44,51,58,52,44,42,53,56,72,76,48,52,51,5,7,11,
J. Rane,India,70,50,52,59,27,51,46,56,55,68,84,58,28,25,9,10,15,
N. Sekar,India,78,45,49,56,26,50,42,44,55,79,74,53,25,26,11,14,12,
N. Poojary,India,74,49,46,57,38,47,48,44,55,73,67,53,36,33,10,14,14,
P. Lakra,India,74,29,43,51,49,49,24,41,48,72,69,29,51,49,6,10,5,
R. Tlang,India,76,44,48,57,29,51,40,42,53,73,77,52,35,21,9,14,8,
C. Stan,Romania,68,51,50,56,23,53,52,42,54,72,48,59,22,23,11,13,11,
F. Bălan,Romania,58,42,52,55,48,42,41,55,57,52,61,46,49,44,8,7,11,
E. Dat,Romania,73,34,53,54,39,53,28,54,57,75,70,47,46,42,7,5,12,
R. Mălăele,Romania,78,45,51,57,32,30,39,55,63,74,80,61,43,33,7,14,8,
D. Grosu,Romania,78,32,48,53,48,47,33,48,52,80,72,27,51,50,5,15,6,
I. Karamoko,France,46,47,55,56,53,46,41,62,58,51,56,64,57,56,9,15,11,
D. Barden,England,,,,,,12,8,23,18,22,38,41,10,12,56,58,60,23
J. Wendlinger,Austria,,,,,,10,8,26,16,28,49,44,13,9,58,57,56,25
J. Walsh,England,,,,,,15,9,32,27,53,64,46,15,12,58,55,59,58
S. Ogie,Republic of Ireland,67,23,34,39,55,33,19,34,34,65,41,34,57,55,8,14,7,
B. Wells,England,62,26,33,36,57,25,21,30,37,64,41,38,60,62,8,12,15,
P. Mattsson,Denmark,58,46,52,58,52,42,45,52,58,54,65,55,55,50,15,11,14,
M. Bozan,Turkey,,,,,,13,8,20,18,18,23,45,10,13,59,53,58,19
Piao Taoyu,China PR,65,42,54,57,36,49,41,60,58,66,61,49,40,36,7,9,14,
R. Burke,Republic of Ireland,59,40,45,50,54,48,33,40,44,62,64,60,60,56,7,7,7,
E. Arslan,Germany,53,55,45,57,23,33,59,39,58,51,69,55,29,19,13,6,8,
A. Lyska,Germany,,,,,,13,7,21,14,34,44,41,9,12,58,56,57,40
D. Ojeda,Venezuela,,,,,,13,6,16,13,31,34,41,13,11,55,51,57,27
J. Neufville,England,77,53,36,52,19,29,58,31,50,75,74,52,16,13,6,15,7,
J. Malone,Northern Ireland,66,48,53,57,50,52,45,54,55,68,69,52,52,49,14,13,13,
M. Deman,Belgium,,,,,,10,4,22,15,24,22,42,11,10,61,53,57,20
Kim Tae Hyeon,Korea Republic,64,27,38,39,53,31,20,46,45,60,45,43,53,52,12,14,5,
N. Zdichynec,Austria,66,48,49,60,26,50,52,45,60,68,66,51,22,26,12,12,12,
M. Walsh,Republic of Ireland,78,42,48,58,20,52,44,43,53,82,77,40,18,15,10,9,10,
J. Austerfield,England,66,38,53,55,45,37,34,58,56,67,59,42,48,45,14,8,11,
J. Grobelny,Poland,,,,,,13,7,22,10,30,36,41,11,12,53,55,57,31
J. Bird,England,68,51,45,54,32,38,54,39,54,67,64,50,27,21,13,12,8,
Kim Dong Heon,Korea Republic,,,,,,13,10,23,12,16,22,43,15,16,55,56,54,20
Kim Sang Jun,Korea Republic,62,35,46,55,54,21,24,57,56,63,66,52,57,55,14,14,5,
R. Sagara,Japan,70,47,47,60,41,40,50,45,60,75,58,50,40,38,12,7,7,
L. Bayere Junior,Côte d'Ivoire,70,53,36,52,20,33,55,26,56,65,60,53,14,12,8,8,6,
J. Hernández,Colombia,56,46,52,53,47,51,52,50,55,55,59,39,49,44,13,13,13,
S. Wangjam,India,77,34,51,56,47,37,27,58,54,82,85,43,52,45,8,12,8,
A. Nasser,Saudi Arabia,74,46,49,56,23,50,51,47,55,75,59,43,24,22,15,8,14,
A. Al Hassan,Saudi Arabia,67,39,47,51,49,51,38,43,48,64,68,43,51,54,15,14,13,
S. McClelland,Northern Ireland,51,32,36,38,56,33,26,37,38,49,40,48,57,57,10,9,10,
L. Ralte,India,79,53,45,56,28,48,53,40,50,81,78,55,26,31,13,13,12,
P. Rebello,India,63,43,50,60,51,36,42,54,58,59,70,44,52,53,9,8,6,
J. Willis,England,68,51,54,56,53,51,48,54,54,67,67,56,54,50,9,7,14,
T. Silverholt,Sweden,58,52,43,56,19,28,56,40,59,57,53,52,13,20,10,9,6,
A. Petersson,Sweden,64,52,52,59,51,39,53,56,58,63,72,52,54,51,12,10,6,
O. Colmán,Paraguay,52,40,54,56,48,41,40,63,60,61,57,44,55,50,10,11,14,
W. Gaona,Paraguay,75,53,45,59,23,46,55,35,53,74,64,55,23,23,5,9,12,
M. Al Mahasna,Saudi Arabia,,,,,,14,5,17,12,40,41,37,10,8,56,54,55,42
T. Collins,England,,,,,,12,7,27,19,30,31,36,13,10,57,56,52,28
T. Galjé,Belgium,,,,,,16,7,22,13,21,38,44,11,13,57,59,57,22
S. Bowen,Wales,71,48,55,55,49,50,50,58,55,72,70,50,49,48,6,8,6,
T. Andersson,Sweden,,,,,,13,9,16,11,30,26,41,11,10,57,58,55,28
F. Díaz,Bolivia,64,46,50,56,47,35,48,46,61,61,62,49,50,38,10,11,6,
A. Yoshida,Japan,55,27,41,45,53,32,23,47,55,49,54,38,60,55,8,6,7,
D. Mitsui,Japan,,,,,,11,8,30,11,19,28,37,15,13,60,54,61,23
Kim Jin Hyun,Korea Republic,65,44,56,58,46,53,36,57,57,62,63,52,40,47,9,5,8,
P. Urminsky,Slovakia,,,,,,14,7,20,15,28,26,43,10,12,59,55,54,28
N. O'Keeffe,Republic of Ireland,63,50,56,56,52,53,49,56,55,65,69,55,54,52,12,12,7,
Y. Wakatsuki,Japan,68,55,44,68,20,31,57,38,65,67,81,54,18,13,13,7,13,
R. De Vries,New Zealand,63,56,44,54,24,34,60,37,56,61,56,53,17,21,13,15,6,
J. Kelly,Czech Republic,66,35,38,51,53,52,38,30,44,68,64,31,58,54,12,9,13,
A. Rojo,Chile,,,,,,12,5,26,10,28,26,43,13,12,55,53,55,26
J. Skahan,United States,65,44,56,57,42,47,39,59,58,67,64,60,48,44,14,7,7,
Z. Emmerson,England,72,52,47,58,21,40,56,39,55,70,72,52,22,18,7,13,6,
A. Boman,Sweden,69,46,50,55,48,35,46,56,55,67,67,48,51,50,13,13,12,
A. Kuol,South Sudan,77,53,34,50,18,28,59,31,47,78,65,50,13,14,11,14,15,
N. Mayembe,Wales,75,48,46,60,32,40,47,45,58,77,66,55,29,35,9,15,14,
V. Bernedo,Chile,,,,,,11,7,29,15,31,24,39,11,13,57,56,54,27
J. Gutiérrez,Chile,73,24,37,57,49,50,20,27,52,75,57,25,60,50,12,12,8,
A. Santander,Chile,,,,,,12,6,17,17,19,29,38,12,14,55,54,55,21
M. Dinger,Germany,56,24,36,34,57,22,18,40,33,58,59,36,62,57,10,12,8,
L. Gibbs,England,67,49,53,56,48,49,48,56,55,69,66,52,52,44,7,8,10,
O. Tomlinson,England,63,26,32,42,54,26,24,30,42,66,58,35,57,54,5,8,9,
J. Andrews,England,65,54,40,52,19,28,57,30,51,62,57,51,18,14,13,6,6,
K. Chapelle,France,56,42,55,53,45,55,36,55,50,58,61,57,45,52,15,11,12,
C. Caton,Wales,74,51,42,55,23,36,54,38,52,77,72,52,23,28,15,14,6,
F. Kerber,Austria,70,54,38,49,18,32,62,28,53,65,64,47,19,14,13,9,10,
M. Köhl,Germany,58,55,44,58,21,34,60,37,60,63,59,57,23,21,5,10,7,
B. Nna Noukeu,Cameroon,,,,,,13,7,18,11,18,32,35,10,14,59,55,59,17
F. Bundgaard,Denmark,66,47,50,57,35,48,48,45,54,65,74,50,35,35,15,10,14,
J. Karlsson,Sweden,62,30,49,51,51,45,26,52,51,64,65,37,54,53,14,13,13,
E. Gayi,Norway,81,50,42,55,53,42,50,41,51,80,67,64,56,52,12,9,8,
O. Vilhelmsson,Sweden,62,53,33,50,28,29,59,23,54,59,57,56,38,22,14,6,15,
S. Hopeau,United States,64,45,51,57,25,57,44,55,57,65,51,45,25,23,15,14,7,
B. Blythe,England,56,22,34,39,54,23,17,30,39,55,49,34,56,54,11,9,13,
A. Mosór,Poland,62,29,34,37,55,28,24,31,42,64,48,44,55,57,7,6,15,
Y. Ayari,Sweden,68,46,55,58,45,48,44,58,57,71,64,55,47,46,9,11,15,
K. Evans,Wales,73,50,52,56,33,46,51,50,54,75,81,54,31,37,9,9,13,
Shi Chenglong,China PR,,,,,,31,20,32,36,22,35,41,23,25,56,56,54,24
L. Mauragis,Australia,83,49,47,56,46,49,52,48,55,84,84,59,49,45,10,10,7,
L. Lawrie-Lattanzio,Australia,81,51,46,57,24,45,53,42,55,82,63,59,23,26,14,11,7,
M. Jonsson,Sweden,61,23,29,40,57,20,22,28,40,61,47,30,65,63,15,11,7,
N. Fiedosewicz,Poland,71,35,46,49,51,51,33,39,42,71,61,41,53,57,14,5,14,
B. Preda,Romania,,,,,,10,9,29,10,31,30,44,10,10,54,56,56,28
B. Van Den Eynden,Belgium,62,42,56,54,49,47,32,57,59,67,52,55,52,51,12,12,6,
H. Asiri,Saudi Arabia,78,47,46,57,23,46,51,44,56,76,67,50,22,22,7,11,9,
A. Pavlesic,Australia,,,,,,13,7,16,10,30,30,40,12,11,53,55,59,30
F. Price,England,71,43,51,56,38,43,41,53,55,73,70,45,41,39,7,7,12,
D. Bokov,Russia,,,,,,13,6,28,11,30,36,43,12,11,58,49,56,25
L. Tagesson,Sweden,65,25,38,53,45,55,26,29,50,70,63,21,50,56,7,10,8,
J. Ngounou Djayo,Germany,73,53,42,56,18,32,58,35,59,73,62,48,11,19,11,10,10,
V. Prijović,Serbia,66,31,42,52,53,40,27,35,54,63,56,45,58,54,14,14,13,
N. Haugland,Norway,68,53,50,55,30,58,56,42,56,69,54,56,37,30,9,15,13,
J. Majsterek,Poland,59,26,37,39,55,29,21,36,41,60,53,42,57,54,14,14,13,
M. Danciu,Romania,72,41,48,56,29,45,43,43,51,74,67,39,34,31,10,5,8,
E. Nnamani,Denmark,76,50,47,58,20,48,49,42,56,77,73,54,18,18,11,5,6,
B. Rowe,England,78,30,41,56,47,58,29,41,45,77,80,31,53,52,11,12,5,
D. Croitoru,Romania,76,46,49,55,34,43,47,51,58,77,73,44,49,25,6,15,9,
M. McMillan,England,79,55,51,58,21,43,58,41,56,80,62,52,22,21,10,13,12,
L. Ravenhill,Northern Ireland,64,38,49,55,51,32,33,55,55,67,65,48,53,50,6,7,15,
F. Al Shammari,Saudi Arabia,67,55,51,55,26,55,54,52,55,68,62,63,20,27,13,7,9,
E. Brierley,England,71,49,53,57,49,46,48,56,55,72,74,52,50,51,6,13,7,
S. Tovide,England,79,54,42,59,19,41,55,33,53,80,81,57,13,15,9,12,6,
P. Löhr,Germany,,,,,,12,9,21,16,30,25,41,11,13,55,54,54,30
J. Freeman,England,69,44,52,58,50,41,41,56,58,68,71,50,53,50,9,12,13,
V. Sinisalo,Finland,,,,,,14,8,17,18,26,38,43,13,11,57,54,60,24
L. Dendoncker,Belgium,57,33,40,46,54,31,27,45,47,51,52,49,55,54,6,13,7,
E. Canpolat,Germany,,,,,,11,6,15,19,27,33,38,12,12,59,51,50,23
A. Al Burayh,Saudi Arabia,68,43,58,61,43,56,48,56,58,69,72,42,44,39,10,14,13,
F. Parada,Uruguay,49,24,35,38,55,28,23,35,43,45,38,30,59,49,12,9,8,
M. Al Zahrani,Saudi Arabia,69,42,56,60,31,56,42,55,55,71,74,45,27,25,12,12,12,
A. Al Alawi,Saudi Arabia,71,25,48,50,48,55,22,51,44,73,73,28,50,53,7,7,13,
K. Ngwenya,Malawi,70,34,43,52,53,51,31,35,49,68,61,38,54,53,10,8,6,
A. Damdam,Saudi Arabia,64,41,57,56,41,50,37,63,52,66,72,49,43,43,5,11,8,
M. Lazo,Peru,63,28,36,39,56,25,20,45,52,62,48,41,55,54,8,9,6,
A. Pyndt,Denmark,77,42,49,59,51,31,42,57,59,81,70,46,60,55,13,7,10,
J. Moreno,Colombia,57,25,37,40,55,25,23,31,50,60,49,31,59,54,14,7,12,
A. Lindahl,Sweden,70,43,51,58,45,55,40,52,62,69,64,56,52,44,8,12,6,
F. Duffy,Scotland,71,31,43,53,51,48,23,42,51,73,70,42,53,53,9,10,9,
T. Troost,Netherlands,,,,,,13,8,22,14,35,32,43,12,10,54,58,60,33
D. Bunk,Germany,62,44,57,58,33,51,41,57,58,60,61,46,30,28,7,7,14,
O. Al Ruwaili,Saudi Arabia,63,57,43,53,19,35,61,38,53,64,56,51,15,14,14,15,7,
N. Shamoun,Sweden,70,47,52,64,37,43,44,56,63,74,75,49,42,41,5,7,5,
M. Winciersz,Poland,68,48,51,52,25,54,48,52,52,70,52,56,28,29,9,6,14,
L. Toco,Bolivia,59,33,42,53,55,39,33,51,54,56,55,45,58,56,16,16,13,
B. Burman,Poland,72,28,40,51,50,51,28,28,44,69,67,22,53,50,7,12,8,
B. Craig,United States,65,38,49,55,54,39,31,51,55,66,57,57,55,54,6,6,13,
J. Dewsnup,United States,,,,,,10,8,24,13,17,29,34,11,12,58,58,53,20
M. Al Rubaie,Saudi Arabia,53,25,30,33,55,27,22,30,33,51,37,36,58,55,7,9,7,
V. Karlsson,Sweden,62,49,53,57,29,51,50,54,57,60,62,52,33,30,8,14,5,
Ahn Kyung Chan,Korea Republic,67,54,47,60,17,34,57,51,57,66,70,53,16,18,14,10,8,
T. Hiraoka,Japan,68,40,54,57,46,45,35,56,58,71,74,45,55,49,11,13,12,
T. Nakashima,Japan,57,55,46,47,31,42,57,35,52,54,53,59,28,27,11,9,10,
R. O'Shea,Republic of Ireland,66,42,43,47,49,46,40,40,42,63,63,45,51,49,15,9,7,
J. Adeyemo,Republic of Ireland,73,52,48,56,37,49,54,46,51,71,74,57,36,33,5,13,13,
A. Kazeem,England,72,37,44,49,49,50,38,40,45,71,66,37,50,53,8,8,8,
R. Finnigan,England,63,47,55,57,47,47,39,60,52,67,66,65,49,44,11,14,7,
J. Hodge,Republic of Ireland,59,45,54,58,48,49,37,55,58,62,69,56,52,50,12,8,8,
K. Palacz,Poland,78,30,42,52,49,49,26,36,45,82,71,28,55,51,14,7,7,
O. Zandén,Sweden,63,36,51,49,52,49,30,55,42,69,55,40,52,50,12,6,14,
K. Holmén,Sweden,60,45,57,54,43,47,45,62,57,59,64,51,44,46,13,10,7,
Choi Do Yun,Korea Republic,62,31,44,46,52,54,29,40,32,58,52,32,54,56,15,14,14,
P. Mutswunguma,Zimbabwe,74,51,47,52,25,56,52,33,51,71,55,53,25,22,11,9,7,
M. McDonnell,Republic of Ireland,52,26,31,29,53,24,20,36,37,46,31,39,59,53,10,13,15,
D. Grimes,Republic of Ireland,68,45,52,56,32,52,42,51,53,70,53,46,33,31,14,6,7,
S. Jatta,Norway,72,53,42,59,21,33,55,30,57,71,76,55,18,19,8,14,11,
M. Hatch,Australia,92,43,36,55,48,47,47,24,48,92,67,50,48,50,11,11,11,
H. Vaughan,England,76,46,50,62,27,49,46,41,58,75,80,45,28,25,7,15,7,
J. Sesay,Germany,65,46,53,60,30,55,49,53,60,66,67,49,29,27,8,8,6,
R. Márquez,Venezuela,,,,,,12,9,22,15,24,25,38,17,12,55,60,53,26
K. Patten,Wales,67,44,51,52,53,46,35,55,53,64,58,58,51,56,7,6,14,
F. Torres,Argentina,63,46,51,52,23,48,46,48,53,67,56,49,20,26,11,14,6,
D. Byrne,Republic of Ireland,75,55,47,55,26,51,57,42,55,74,63,63,25,28,10,7,9,
J. Villafuerte,Ecuador,,,,,,12,8,24,15,32,26,43,12,11,51,53,59,28
T. Kristensen,Denmark,58,20,33,34,54,24,19,35,36,61,39,23,58,54,13,5,8,
A. Rodríguez,Panama,,,,,,12,8,15,11,32,26,40,12,10,51,55,56,26
F. Martínez,Uruguay,64,34,51,54,49,35,31,59,55,62,61,48,55,53,7,5,14,
G. Machado,Argentina,66,36,47,49,50,34,26,53,55,64,51,53,52,58,14,12,5,
R. Aguilera,United States,59,33,50,54,50,36,28,57,55,61,60,45,53,51,9,8,8,
I. Tshipamba,France,64,49,51,56,38,49,50,52,54,65,63,53,42,39,11,7,7,
J. Bevan,England,,,,,,11,8,23,16,26,34,39,10,14,54,53,58,23
D. Rodríguez,Mexico,59,47,54,57,46,40,41,59,51,64,58,67,51,56,12,13,12,
O. Hoch,Germany,64,47,53,58,50,48,41,56,55,72,79,60,54,51,12,6,7,
F. Maya,Uruguay,64,24,36,37,54,23,17,40,51,63,44,33,55,58,7,10,10,
V. Latinovich,Serbia,49,24,28,31,53,22,19,34,33,41,46,34,54,56,13,11,12,
L. Rodríguez,Uruguay,54,58,38,55,20,27,61,26,56,53,51,62,18,19,10,12,12,
J. Silva,Uruguay,,,,,,11,7,23,19,18,22,41,12,14,55,57,53,22
S. Cornish,England,68,43,54,54,50,43,40,57,54,66,60,46,49,48,13,10,14,
M. Abbas,United Arab Emirates,59,42,53,57,47,45,41,56,62,69,63,49,51,49,6,11,11,
E. Edh,Norway,67,45,51,56,49,46,47,50,57,67,62,48,50,49,15,6,7,
S. Deuling,Netherlands,65,51,47,58,32,35,61,49,61,67,55,55,30,28,15,7,5,
M. Gómez,Paraguay,62,43,51,56,54,32,35,53,55,62,50,60,57,49,8,13,10,
N. Noll,Germany,,,,,,9,8,24,17,25,40,44,12,12,54,55,55,27
V. Pop,Romania,71,47,54,59,48,45,40,54,61,70,70,64,55,55,14,8,13,
J. Bickerstaff,England,73,54,41,55,18,36,55,29,52,71,69,55,18,13,11,10,10,
I. Said,Nigeria,77,48,47,60,24,45,48,40,54,76,88,55,27,25,14,13,15,
T. Muschkowski,Germany,72,49,55,54,29,56,53,54,57,73,74,49,30,33,8,7,10,
A. Măr,Romania,77,43,44,54,30,58,41,35,57,76,59,57,37,31,8,6,11,
S. Ogbaidze,Georgia,66,51,48,55,20,40,57,47,56,62,61,46,20,19,12,8,6,
M. Gumaneh,Germany,69,49,44,58,20,33,56,38,56,70,61,42,19,15,7,12,12,
S. Mellack,Germany,,,,,,13,9,20,18,30,28,41,12,12,57,51,58,32
T. Bertelsmann,Germany,73,53,43,59,18,31,60,33,53,80,73,46,12,16,14,6,13,
J. Grey,England,77,52,40,59,22,39,53,29,55,75,78,55,22,19,13,10,6,
M. Badji,Senegal,81,53,46,57,22,47,51,42,56,80,70,63,23,25,14,9,7,
L. Mirkovic,Serbia,55,20,32,35,55,26,20,35,43,55,43,21,57,56,6,7,8,
C. Gedsted,Denmark,79,35,41,55,47,50,34,34,52,82,70,42,52,50,6,9,9,
S. Medellín,Mexico,57,32,32,39,58,26,29,27,38,63,46,48,67,64,14,15,11,
R. Schabbing,Germany,,,,,,15,8,18,13,30,25,42,13,11,54,58,52,28
T. Silić,Croatia,,,,,,12,16,22,13,22,25,38,12,14,60,53,52,22
N. Gibs,Germany,73,26,33,51,50,39,25,25,51,77,71,28,54,52,6,13,7,
K. Leavy,Republic of Ireland,64,39,54,58,49,47,28,59,58,65,68,56,51,44,11,12,12,
M. Huskovic,Austria,72,55,41,56,19,28,59,42,55,70,58,55,19,20,10,6,10,
A. Al Geaidy,Saudi Arabia,73,44,52,60,22,56,42,54,56,70,69,53,20,17,8,14,7,
A. Hawsawi,Saudi Arabia,64,30,38,48,54,41,31,40,38,65,56,27,54,57,9,10,12,
Y. Djiga,Burkina Faso,66,26,42,38,54,35,22,52,37,64,52,40,57,56,15,9,6,
Y. Heimur,Germany,65,44,54,58,42,33,42,62,58,66,64,54,54,53,9,8,14,
K. Lepczyński,Poland,64,28,38,34,54,30,28,38,31,63,48,33,56,53,7,10,14,
B. Kłudka,Poland,71,31,43,48,49,49,31,38,38,70,57,31,51,55,8,8,9,
H. Al Mohammed,Saudi Arabia,63,41,47,53,50,40,45,51,53,62,63,40,53,45,5,11,8,
Victores,Spain,,,,,,10,8,17,16,29,38,40,13,11,51,59,59,25
H. Høllsberg,Denmark,68,43,53,55,53,46,40,58,56,67,58,54,55,53,14,5,10,
Buni Jorge,Angola,76,46,54,57,46,45,42,57,53,77,72,58,49,53,5,14,11,
T. Loridan,France,58,29,33,37,56,30,24,30,37,57,44,46,58,57,15,11,14,
A. Despa,Romania,73,54,39,58,19,28,56,33,58,75,62,58,13,19,14,8,10,
T. Leigh,England,61,49,51,54,52,41,50,54,56,58,55,51,54,49,6,6,13,
E. Galara,Poland,68,49,59,62,43,60,42,60,63,68,62,63,48,41,12,14,10,
J. Chorushij,Germany,71,43,50,60,50,35,45,58,55,71,88,49,52,46,13,8,10,
M. Al Aqel,Saudi Arabia,71,53,45,57,24,42,56,38,57,72,57,50,22,19,13,5,10,
P. Joly,France,59,28,42,36,57,31,26,55,29,64,50,40,63,65,5,7,14,
M. Viltard,France,63,38,51,55,58,35,34,62,55,60,61,44,60,60,9,7,8,
